temp,value
1564,8.53
1565,8.542
1566,8.553
1567,8.564
1568,8.575
1569,8.586
1570,8.597
1571,8.608
1572,8.62
1573,8.631
1574,8.642
1575,8.653
1576,8.664
1577,8.675
1578,8.687
1579,8.698
1580,8.709
1581,8.72
1582,8.731
1583,8.743
1584,8.754
1585,8.765
1586,8.776
1587,8.787
1588,8.799
1589,8.81
1590,8.821
1591,8.832
1592,8.844
1593,8.855
1594,8.866
1595,8.877
1596,8.889
1597,8.9
1598,8.911
1599,8.922
1600,8.934
1601,8.945
1602,8.956
1603,8.967
1604,8.979
1605,8.99
1606,9.001
1607,9.013
1608,9.024
1609,9.035
1610,9.047
1611,9.058
1612,9.069
1613,9.08
1614,9.092
1615,9.103
1616,9.114
1617,9.126
1618,9.137
1619,9.148
1620,9.16
1621,9.171
1622,9.182
1623,9.194
1624,9.205
1625,9.216
1626,9.228
1627,9.239
1628,9.251
1629,9.262
1630,9.273
1631,9.285
1632,9.296
1633,9.307
1634,9.319
1635,9.33
1636,9.342
1637,9.353
1638,9.364
1639,9.376
1640,9.387
1641,9.398
1642,9.41
1643,9.421
1644,9.433
1645,9.444
1646,9.456
1647,9.467
1648,9.478
1649,9.49
1650,9.501
1651,9.513
1652,9.524
1653,9.536
1654,9.547
1655,9.558
1656,9.57
1657,9.581
1658,9.593
1659,9.604
1660,9.616
1661,9.627
1662,9.639
1663,9.65
1664,9.662
1665,9.673
1666,9.684
1667,9.696
1668,9.707
1669,9.719
1670,9.73
1671,9.742
1672,9.753
1673,9.765
1674,9.776
1675,9.788
1676,9.799
1677,9.811
1678,9.822
1679,9.834
1680,9.845
1681,9.857
1682,9.868
1683,9.88
1684,9.891
1685,9.903
1686,9.914
1687,9.926
1688,9.937
1689,9.949
1690,9.961
1691,9.972
1692,9.984
1693,9.995
