temp,value
1147,18.205
1148,18.22
1149,18.234
1150,18.249
1151,18.264
1152,18.279
1153,18.293
1154,18.308
1155,18.323
1156,18.338
1157,18.352
1158,18.367
1159,18.382
1160,18.396
1161,18.411
1162,18.426
1163,18.441
1164,18.455
1165,18.47
1166,18.485
1167,18.499
1168,18.514
1169,18.529
1170,18.543
1171,18.558
1172,18.573
1173,18.587
1174,18.602
1175,18.617
1176,18.631
1177,18.646
1178,18.661
1179,18.675
1180,18.69
1181,18.704
1182,18.719
1183,18.734
1184,18.748
1185,18.763
1186,18.777
1187,18.792
1188,18.807
1189,18.821
1190,18.836
1191,18.85
1192,18.865
1193,18.879
1194,18.894
1195,18.908
1196,18.923
1197,18.937
1198,18.952
1199,18.967
1200,18.981
1201,18.996
1202,19.01
1203,19.025
1204,19.039
1205,19.054
1206,19.068
1207,19.082
1208,19.097
1209,19.111
1210,19.126
1211,19.14
1212,19.155
1213,19.169
1214,19.184
1215,19.198
1216,19.213
1217,19.227
1218,19.241
1219,19.256
1220,19.27
1221,19.285
1222,19.299
1223,19.313
1224,19.328
1225,19.342
1226,19.357
1227,19.371
1228,19.385
1229,19.4
1230,19.414
1231,19.428
1232,19.443
1233,19.457
1234,19.472
1235,19.486
1236,19.5
1237,19.514
1238,19.529
1239,19.543
1240,19.557
1241,19.572
1242,19.586
1243,19.6
1244,19.615
1245,19.629
1246,19.643
1247,19.657
1248,19.672
1249,19.686
1250,19.7
1251,19.715
1252,19.729
1253,19.743
1254,19.757
1255,19.771
1256,19.786
1257,19.8
1258,19.814
1259,19.828
1260,19.843
1261,19.857
1262,19.871
1263,19.885
1264,19.899
1265,19.914
1266,19.928
1267,19.942
1268,19.956
1269,19.97
1270,19.984
1271,19.999
1272,20.013
1273,20.027
1274,20.041
1275,20.055
1276,20.069
1277,20.083
1278,20.097
1279,20.112
1280,20.126
1281,20.14
1282,20.154
1283,20.168
1284,20.182
1285,20.196
1286,20.21
1287,20.224
1288,20.238
1289,20.252
1290,20.266
1291,20.28
1292,20.294
1293,20.309
1294,20.323
1295,20.337
1296,20.351
1297,20.365
1298,20.379
1299,20.393
1300,20.407
1301,20.421
1302,20.435
1303,20.449
1304,20.463
1305,20.477
1306,20.491
1307,20.505
1308,20.518
1309,20.532
1310,20.546
1311,20.56
1312,20.574
1313,20.588
1314,20.602
1315,20.616
1316,20.63
1317,20.644
1318,20.658
1319,20.672
1320,20.686
1321,20.7
1322,20.713
1323,20.727
1324,20.741
1325,20.755
1326,20.769
1327,20.783
1328,20.797
1329,20.81
1330,20.824
1331,20.838
1332,20.852
1333,20.866
1334,20.88
1335,20.893
1336,20.907
1337,20.921
1338,20.935
1339,20.949
1340,20.963
1341,20.976
1342,20.99
1343,21.004
1344,21.018
1345,21.031
1346,21.045
1347,21.059
1348,21.073
1349,21.086
1350,21.1
1351,21.114
1352,21.128
1353,21.141
1354,21.155
1355,21.169
1356,21.183
1357,21.196
1358,21.21
1359,21.224
1360,21.237
1361,21.251
1362,21.265
1363,21.278
1364,21.292
1365,21.306
1366,21.32
1367,21.333
1368,21.347
1369,21.36
1370,21.374
1371,21.388
1372,21.401
1373,21.415
1374,21.429
1375,21.442
1376,21.456
1377,21.47
1378,21.483
1379,21.497
1380,21.51
1381,21.524
1382,21.537
1383,21.551
1384,21.565
1385,21.578
1386,21.592
1387,21.605
1388,21.619
1389,21.632
1390,21.646
1391,21.66
1392,21.673
1393,21.687
1394,21.7
1395,21.714
1396,21.727
1397,21.741
1398,21.754
1399,21.768
1400,21.781
1401,21.795
1402,21.808
1403,21.822
1404,21.835
1405,21.849
1406,21.862
1407,21.876
1408,21.889
1409,21.902
1410,21.916
1411,21.929
1412,21.943
1413,21.956
1414,21.97
1415,21.983
1416,21.996
1417,22.01
1418,22.023
1419,22.037
1420,22.05
1421,22.063
1422,22.077
1423,22.09
1424,22.104
1425,22.117
1426,22.13
1427,22.144
1428,22.157
1429,22.17
1430,22.184
1431,22.197
1432,22.21
1433,22.224
1434,22.237
1435,22.25
1436,22.264
1437,22.277
1438,22.29
1439,22.304
1440,22.317
1441,22.33
1442,22.344
1443,22.357
1444,22.37
1445,22.383
1446,22.397
1447,22.41
1448,22.423
1449,22.436
1450,22.45
1451,22.463
1452,22.476
1453,22.489
1454,22.503
1455,22.516
1456,22.529
1457,22.542
1458,22.556
1459,22.569
1460,22.582
1461,22.595
1462,22.608
1463,22.622
1464,22.635
1465,22.648
1466,22.661
1467,22.674
1468,22.687
1469,22.701
1470,22.714
1471,22.727
1472,22.74
1473,22.753
1474,22.766
1475,22.779
1476,22.792
1477,22.806
1478,22.819
1479,22.832
1480,22.845
1481,22.858
1482,22.871
1483,22.884
1484,22.897
1485,22.91
1486,22.923
1487,22.937
1488,22.95
1489,22.963
1490,22.976
1491,22.989
1492,23.002
1493,23.015
1494,23.028
1495,23.041
1496,23.054
1497,23.067
1498,23.08
1499,23.093
1500,23.106
1501,23.119
1502,23.132
1503,23.145
1504,23.158
1505,23.171
1506,23.184
1507,23.197
1508,23.21
1509,23.223
1510,23.236
1511,23.249
1512,23.262
1513,23.275
1514,23.288
1515,23.301
1516,23.313
1517,23.326
1518,23.339
1519,23.352
1520,23.365
1521,23.378
1522,23.391
1523,23.404
1524,23.417
1525,23.43
1526,23.443
1527,23.455
1528,23.468
1529,23.481
1530,23.494
1531,23.507
1532,23.52
1533,23.533
1534,23.545
1535,23.558
1536,23.571
1537,23.584
1538,23.597
1539,23.61
1540,23.622
1541,23.635
1542,23.648
1543,23.661
1544,23.674
1545,23.686
1546,23.699
1547,23.712
1548,23.725
1549,23.737
1550,23.75
1551,23.763
1552,23.776
1553,23.789
1554,23.801
1555,23.814
1556,23.827
1557,23.839
1558,23.852
1559,23.865
1560,23.878
1561,23.89
1562,23.903
1563,23.916
1564,23.928
1565,23.941
1566,23.954
1567,23.967
1568,23.979
1569,23.992
1570,24.005
1571,24.017
1572,24.03
1573,24.043
1574,24.055
1575,24.068
1576,24.08
1577,24.093
1578,24.106
1579,24.118
1580,24.131
1581,24.144
1582,24.156
1583,24.169
1584,24.181
1585,24.194
1586,24.207
1587,24.219
1588,24.232
1589,24.244
1590,24.257
1591,24.27
1592,24.282
